#,Name,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Power,Is_Augmented
272,Ludicolo,477,81,63,72,91,101,69,3,0,Grass,1
272,Ludicolo,476,83,71,67,84,105,66,3,0,Grass,1
272,Ludicolo,483,75,73,71,90,105,69,3,0,Grass,1
272,Ludicolo,487,86,70,71,86,106,68,3,0,Grass,1
272,Ludicolo,479,77,75,73,84,102,68,3,0,Grass,1
272,Ludicolo,461,80,70,70,91,83,67,3,0,Grass,1
272,Ludicolo,479,83,76,65,88,97,70,3,0,Grass,1
272,Ludicolo,460,78,67,72,83,96,64,3,0,Grass,1
272,Ludicolo,483,79,70,74,89,99,72,3,0,Grass,1
272,Ludicolo,468,79,70,69,86,98,66,3,0,Grass,1
272,Ludicolo,487,79,67,73,94,103,71,3,0,Grass,1
272,Ludicolo,480,85,74,68,87,98,68,3,0,Grass,1
272,Ludicolo,475,77,66,74,96,98,64,3,0,Grass,1
272,Ludicolo,475,81,64,66,95,100,69,3,0,Grass,1
272,Ludicolo,473,75,68,65,86,110,69,3,0,Grass,1
272,Ludicolo,483,73,70,73,90,104,73,3,0,Grass,1
272,Ludicolo,466,76,69,71,82,97,71,3,0,Grass,1
272,Ludicolo,490,79,72,75,85,107,72,3,0,Grass,1
272,Ludicolo,483,85,68,68,90,95,77,3,0,Grass,1
272,Ludicolo,483,78,71,74,90,100,70,3,0,Grass,1
272,Ludicolo,507,83,75,69,97,104,79,3,0,Grass,1
272,Ludicolo,481,79,69,75,91,97,70,3,0,Grass,1
272,Ludicolo,471,76,66,68,90,101,70,3,0,Grass,1
272,Ludicolo,498,86,70,71,98,104,69,3,0,Grass,1
272,Ludicolo,468,79,69,69,86,95,70,3,0,Grass,1
272,Ludicolo,463,71,70,74,86,95,67,3,0,Grass,1
272,Ludicolo,491,79,70,73,89,109,71,3,0,Grass,1
272,Ludicolo,485,86,67,69,91,97,75,3,0,Grass,1
272,Ludicolo,483,82,70,69,95,102,65,3,0,Grass,1
272,Ludicolo,495,80,70,78,90,110,67,3,0,Grass,1
272,Ludicolo,464,73,58,69,92,95,77,3,0,Grass,1
272,Ludicolo,485,81,65,72,89,105,73,3,0,Grass,1
272,Ludicolo,478,83,71,65,89,102,68,3,0,Grass,1
272,Ludicolo,478,87,71,64,84,105,67,3,0,Grass,1
272,Ludicolo,471,83,66,72,81,97,72,3,0,Grass,1
272,Ludicolo,484,80,63,73,93,103,72,3,0,Grass,1
272,Ludicolo,476,78,69,69,90,98,72,3,0,Grass,1
272,Ludicolo,482,76,77,69,90,101,69,3,0,Grass,1
272,Ludicolo,478,79,78,70,86,98,67,3,0,Grass,1
272,Ludicolo,462,75,66,66,84,106,65,3,0,Grass,1
272,Ludicolo,495,89,71,71,92,100,72,3,0,Grass,1
272,Ludicolo,480,78,74,71,88,102,67,3,0,Grass,1
272,Ludicolo,483,80,66,71,90,110,66,3,0,Grass,1
272,Ludicolo,464,78,68,68,91,95,64,3,0,Grass,1
272,Ludicolo,469,84,68,68,94,91,64,3,0,Grass,1
272,Ludicolo,485,79,69,71,86,107,73,3,0,Grass,1
272,Ludicolo,473,88,66,67,84,92,76,3,0,Grass,1
272,Ludicolo,477,83,76,69,84,97,68,3,0,Grass,1
272,Ludicolo,477,79,68,71,89,104,66,3,0,Grass,1
272,Ludicolo,489,82,66,69,90,107,75,3,0,Grass,1
272,Ludicolo,478,81,70,70,92,96,69,3,0,Grass,1
272,Ludicolo,483,79,72,66,92,109,65,3,0,Grass,1
272,Ludicolo,485,80,72,73,78,112,70,3,0,Grass,1
272,Ludicolo,479,80,72,68,86,104,69,3,0,Grass,1
272,Ludicolo,480,78,68,71,93,96,74,3,0,Grass,1
272,Ludicolo,478,79,70,77,85,101,66,3,0,Grass,1
272,Ludicolo,484,80,65,70,96,106,67,3,0,Grass,1
272,Ludicolo,486,86,72,69,89,99,71,3,0,Grass,1
272,Ludicolo,467,69,73,74,88,92,71,3,0,Grass,1
272,Ludicolo,477,79,67,68,89,105,69,3,0,Grass,1
272,Ludicolo,472,80,68,69,83,96,76,3,0,Grass,1
272,Ludicolo,497,83,73,71,94,105,71,3,0,Grass,1
272,Ludicolo,475,80,64,68,96,98,69,3,0,Grass,1
272,Ludicolo,504,84,75,70,94,105,76,3,0,Grass,1
272,Ludicolo,484,78,71,71,85,110,69,3,0,Grass,1
272,Ludicolo,483,81,72,70,91,96,73,3,0,Grass,1
272,Ludicolo,467,78,68,68,90,91,72,3,0,Grass,1
272,Ludicolo,476,74,69,70,95,102,66,3,0,Grass,1
272,Ludicolo,478,80,67,73,93,95,70,3,0,Grass,1
272,Ludicolo,484,82,75,73,86,99,69,3,0,Grass,1
272,Ludicolo,461,79,64,70,83,102,63,3,0,Grass,1
272,Ludicolo,481,79,71,69,91,100,71,3,0,Grass,1
272,Ludicolo,482,80,72,69,96,92,73,3,0,Grass,1
272,Ludicolo,476,78,71,70,89,95,73,3,0,Grass,1
272,Ludicolo,492,78,71,77,88,107,71,3,0,Grass,1
272,Ludicolo,491,81,70,71,94,99,76,3,0,Grass,1
272,Ludicolo,480,80,65,66,93,108,68,3,0,Grass,1
273,Seedot,220,40,40,50,30,30,30,3,0,Grass,0
273,Seedot,224,40,41,52,32,29,30,3,0,Grass,1
273,Seedot,209,40,41,44,26,28,30,3,0,Grass,1
273,Seedot,224,43,40,52,30,30,29,3,0,Grass,1
273,Seedot,220,42,41,50,29,29,29,3,0,Grass,1
273,Seedot,222,41,40,50,32,29,30,3,0,Grass,1
273,Seedot,213,39,40,47,28,29,30,3,0,Grass,1
273,Seedot,216,39,38,52,29,29,29,3,0,Grass,1
273,Seedot,223,43,39,48,31,32,30,3,0,Grass,1
273,Seedot,220,40,42,47,29,32,30,3,0,Grass,1
273,Seedot,216,39,41,47,29,31,29,3,0,Grass,1
273,Seedot,223,40,39,49,32,33,30,3,0,Grass,1
273,Seedot,223,42,43,48,30,30,30,3,0,Grass,1
273,Seedot,228,42,43,50,31,30,32,3,0,Grass,1
273,Seedot,220,40,40,51,30,31,28,3,0,Grass,1
273,Seedot,217,35,40,47,31,31,33,3,0,Grass,1
273,Seedot,223,41,39,51,33,29,30,3,0,Grass,1
273,Seedot,224,42,39,50,34,29,30,3,0,Grass,1
273,Seedot,222,44,38,50,32,29,29,3,0,Grass,1
273,Seedot,219,39,38,48,31,31,32,3,0,Grass,1
273,Seedot,212,41,39,44,29,30,29,3,0,Grass,1
273,Seedot,217,38,39,52,29,29,30,3,0,Grass,1
273,Seedot,220,42,41,48,30,31,28,3,0,Grass,1
273,Seedot,211,37,38,46,29,32,29,3,0,Grass,1
273,Seedot,222,39,41,51,29,31,31,3,0,Grass,1
273,Seedot,208,41,38,46,28,28,27,3,0,Grass,1
273,Seedot,214,39,37,49,29,31,29,3,0,Grass,1
273,Seedot,227,40,41,50,31,32,33,3,0,Grass,1
273,Seedot,219,40,40,51,30,29,29,3,0,Grass,1
273,Seedot,220,41,40,51,31,26,31,3,0,Grass,1
273,Seedot,224,43,38,52,32,31,28,3,0,Grass,1
273,Seedot,219,37,42,47,30,30,33,3,0,Grass,1
273,Seedot,221,39,39,52,31,30,30,3,0,Grass,1
273,Seedot,218,40,38,52,30,29,29,3,0,Grass,1
273,Seedot,211,41,41,44,30,27,28,3,0,Grass,1
273,Seedot,222,38,38,50,30,33,33,3,0,Grass,1
273,Seedot,222,42,41,50,31,28,30,3,0,Grass,1
273,Seedot,218,37,36,53,32,30,30,3,0,Grass,1
273,Seedot,224,40,42,51,29,29,33,3,0,Grass,1
273,Seedot,221,39,42,52,29,29,30,3,0,Grass,1
273,Seedot,213,41,38,48,27,29,30,3,0,Grass,1
273,Seedot,224,37,41,52,31,34,29,3,0,Grass,1
273,Seedot,218,39,36,51,31,32,29,3,0,Grass,1
273,Seedot,223,42,42,49,32,28,30,3,0,Grass,1
273,Seedot,218,41,41,48,30,30,28,3,0,Grass,1
273,Seedot,214,43,40,45,29,27,30,3,0,Grass,1
273,Seedot,219,37,41,54,28,32,27,3,0,Grass,1
273,Seedot,223,43,40,50,30,31,29,3,0,Grass,1
273,Seedot,217,39,40,45,31,32,30,3,0,Grass,1
273,Seedot,219,43,39,51,27,29,30,3,0,Grass,1
273,Seedot,225,44,39,48,31,32,31,3,0,Grass,1
273,Seedot,223,42,36,53,34,29,29,3,0,Grass,1
273,Seedot,217,40,40,45,30,33,29,3,0,Grass,1
273,Seedot,215,40,40,51,27,29,28,3,0,Grass,1
273,Seedot,224,43,38,54,31,27,31,3,0,Grass,1
273,Seedot,218,39,40,48,31,31,29,3,0,Grass,1
273,Seedot,227,40,42,52,31,30,32,3,0,Grass,1
273,Seedot,217,39,40,48,28,30,32,3,0,Grass,1
273,Seedot,216,41,40,49,30,26,30,3,0,Grass,1
273,Seedot,220,40,41,49,30,27,33,3,0,Grass,1
273,Seedot,223,42,40,52,31,32,26,3,0,Grass,1
273,Seedot,217,40,37,49,30,29,32,3,0,Grass,1
273,Seedot,221,39,40,51,31,32,28,3,0,Grass,1
273,Seedot,229,41,41,51,32,32,32,3,0,Grass,1
273,Seedot,214,37,41,46,29,32,29,3,0,Grass,1
273,Seedot,215,37,42,44,32,28,32,3,0,Grass,1
273,Seedot,222,41,43,47,30,31,30,3,0,Grass,1
273,Seedot,222,35,44,53,31,29,30,3,0,Grass,1
273,Seedot,218,37,40,51,31,30,29,3,0,Grass,1
273,Seedot,221,38,44,49,29,32,29,3,0,Grass,1
273,Seedot,219,42,40,47,30,31,29,3,0,Grass,1
273,Seedot,214,39,39,46,32,29,29,3,0,Grass,1
273,Seedot,221,38,39,53,31,31,29,3,0,Grass,1
273,Seedot,217,38,38,49,33,30,29,3,0,Grass,1
273,Seedot,221,42,38,47,33,31,30,3,0,Grass,1
273,Seedot,215,39,38,51,30,28,29,3,0,Grass,1
273,Seedot,222,40,41,52,29,31,29,3,0,Grass,1
273,Seedot,226,42,42,49,31,32,30,3,0,Grass,1
273,Seedot,226,44,40,51,30,32,29,3,0,Grass,1
273,Seedot,216,40,39,50,28,30,29,3,0,Grass,1
273,Seedot,210,40,39,46,28,31,26,3,0,Grass,1
273,Seedot,223,47,39,48,30,31,28,3,0,Grass,1
273,Seedot,225,41,40,49,31,32,32,3,0,Grass,1
273,Seedot,221,42,40,49,31,29,30,3,0,Grass,1
273,Seedot,213,42,37,47,28,31,28,3,0,Grass,1
273,Seedot,220,38,40,50,31,30,31,3,0,Grass,1
273,Seedot,218,41,38,50,29,31,29,3,0,Grass,1
273,Seedot,223,43,42,48,29,30,31,3,0,Grass,1
273,Seedot,216,40,43,47,30,29,27,3,0,Grass,1
273,Seedot,214,42,40,47,31,26,28,3,0,Grass,1
273,Seedot,221,40,41,49,32,30,29,3,0,Grass,1
273,Seedot,221,38,42,48,32,30,31,3,0,Grass,1
273,Seedot,224,42,40,50,30,31,31,3,0,Grass,1
273,Seedot,217,36,39,55,31,27,29,3,0,Grass,1
273,Seedot,219,40,39,51,29,28,32,3,0,Grass,1
273,Seedot,224,41,41,51,30,31,30,3,0,Grass,1
273,Seedot,217,40,43,48,29,28,29,3,0,Grass,1
273,Seedot,218,40,38,50,32,29,29,3,0,Grass,1
273,Seedot,215,38,40,48,33,27,29,3,0,Grass,1
273,Seedot,224,41,41,51,31,29,31,3,0,Grass,1
274,Nuzleaf,340,70,70,40,60,40,60,3,0,Dark,0
274,Nuzleaf,336,70,67,41,59,37,62,3,0,Dark,1
274,Nuzleaf,352,77,78,42,52,42,61,3,0,Dark,1
274,Nuzleaf,342,65,74,40,64,41,58,3,0,Dark,1
274,Nuzleaf,344,72,70,39,57,43,63,3,0,Dark,1
274,Nuzleaf,351,72,70,42,64,41,62,3,0,Dark,1
274,Nuzleaf,353,68,76,43,62,40,64,3,0,Dark,1
274,Nuzleaf,335,68,70,38,61,40,58,3,0,Dark,1
274,Nuzleaf,345,71,66,43,61,42,62,3,0,Dark,1
274,Nuzleaf,351,75,70,41,60,42,63,3,0,Dark,1
274,Nuzleaf,342,75,71,41,54,41,60,3,0,Dark,1
274,Nuzleaf,350,74,75,38,58,40,65,3,0,Dark,1
274,Nuzleaf,346,76,68,38,66,40,58,3,0,Dark,1
274,Nuzleaf,335,75,66,39,58,41,56,3,0,Dark,1
274,Nuzleaf,336,59,69,44,62,43,59,3,0,Dark,1
274,Nuzleaf,347,74,70,39,63,41,60,3,0,Dark,1
274,Nuzleaf,332,68,65,38,58,43,60,3,0,Dark,1
274,Nuzleaf,328,71,67,37,57,38,58,3,0,Dark,1
274,Nuzleaf,333,73,67,37,57,42,57,3,0,Dark,1
274,Nuzleaf,333,67,68,37,59,38,64,3,0,Dark,1
274,Nuzleaf,353,78,69,39,66,41,60,3,0,Dark,1
274,Nuzleaf,352,71,75,43,61,35,67,3,0,Dark,1
274,Nuzleaf,335,73,63,41,63,42,53,3,0,Dark,1
274,Nuzleaf,347,72,70,40,61,42,62,3,0,Dark,1
274,Nuzleaf,341,71,63,41,69,38,59,3,0,Dark,1
274,Nuzleaf,335,70,74,41,60,35,55,3,0,Dark,1
274,Nuzleaf,341,67,70,38,68,43,55,3,0,Dark,1
274,Nuzleaf,347,74,69,42,61,41,60,3,0,Dark,1
274,Nuzleaf,341,66,76,39,60,40,60,3,0,Dark,1
274,Nuzleaf,352,76,71,41,61,39,64,3,0,Dark,1
274,Nuzleaf,346,72,75,40,60,40,59,3,0,Dark,1
274,Nuzleaf,341,79,70,38,58,39,57,3,0,Dark,1
274,Nuzleaf,323,67,64,38,58,39,57,3,0,Dark,1
274,Nuzleaf,324,63,69,38,58,41,55,3,0,Dark,1
274,Nuzleaf,345,71,74,38,61,43,58,3,0,Dark,1
274,Nuzleaf,342,71,69,42,58,43,59,3,0,Dark,1
274,Nuzleaf,332,70,64,40,55,40,63,3,0,Dark,1
274,Nuzleaf,341,67,76,41,60,39,58,3,0,Dark,1
274,Nuzleaf,340,70,74,40,59,35,62,3,0,Dark,1
274,Nuzleaf,357,74,75,42,62,39,65,3,0,Dark,1
274,Nuzleaf,331,67,65,39,59,40,61,3,0,Dark,1
274,Nuzleaf,347,71,65,43,62,44,62,3,0,Dark,1
274,Nuzleaf,341,72,67,40,63,36,63,3,0,Dark,1
274,Nuzleaf,341,70,65,39,62,39,66,3,0,Dark,1
274,Nuzleaf,331,73,64,41,56,37,60,3,0,Dark,1
274,Nuzleaf,339,77,65,39,60,36,62,3,0,Dark,1
274,Nuzleaf,347,73,70,39,64,39,62,3,0,Dark,1
274,Nuzleaf,342,73,69,42,58,39,61,3,0,Dark,1
274,Nuzleaf,341,76,72,40,53,41,59,3,0,Dark,1
274,Nuzleaf,339,75,66,41,60,36,61,3,0,Dark,1
274,Nuzleaf,344,77,70,40,58,39,60,3,0,Dark,1
274,Nuzleaf,341,71,69,41,62,37,61,3,0,Dark,1
274,Nuzleaf,344,67,73,41,59,42,62,3,0,Dark,1
274,Nuzleaf,329,69,65,39,60,38,58,3,0,Dark,1
274,Nuzleaf,338,64,70,40,58,42,64,3,0,Dark,1
274,Nuzleaf,344,71,76,36,59,43,59,3,0,Dark,1
274,Nuzleaf,341,71,62,43,61,41,63,3,0,Dark,1
274,Nuzleaf,326,70,65,37,59,37,58,3,0,Dark,1
274,Nuzleaf,350,69,71,42,65,41,62,3,0,Dark,1
274,Nuzleaf,323,67,68,38,50,41,59,3,0,Dark,1
274,Nuzleaf,334,73,66,37,61,37,60,3,0,Dark,1
274,Nuzleaf,357,76,74,40,64,44,59,3,0,Dark,1
274,Nuzleaf,330,72,69,40,55,40,54,3,0,Dark,1
274,Nuzleaf,356,74,77,37,62,41,65,3,0,Dark,1
274,Nuzleaf,327,65,71,37,58,41,55,3,0,Dark,1
274,Nuzleaf,337,66,67,41,65,39,59,3,0,Dark,1
274,Nuzleaf,350,76,74,42,62,40,56,3,0,Dark,1
274,Nuzleaf,338,70,70,40,55,43,60,3,0,Dark,1
274,Nuzleaf,343,70,70,42,60,41,60,3,0,Dark,1
274,Nuzleaf,332,74,72,40,56,37,53,3,0,Dark,1
274,Nuzleaf,342,68,73,40,59,39,63,3,0,Dark,1
274,Nuzleaf,340,68,69,43,55,39,66,3,0,Dark,1
274,Nuzleaf,349,77,73,42,59,40,58,3,0,Dark,1
274,Nuzleaf,330,65,72,41,57,37,58,3,0,Dark,1
274,Nuzleaf,335,68,71,40,55,38,63,3,0,Dark,1
274,Nuzleaf,337,71,74,40,51,39,62,3,0,Dark,1
274,Nuzleaf,341,65,72,38,61,43,62,3,0,Dark,1
274,Nuzleaf,342,73,70,39,59,41,60,3,0,Dark,1
274,Nuzleaf,347,71,72,45,62,40,57,3,0,Dark,1
274,Nuzleaf,344,73,71,40,57,39,64,3,0,Dark,1
274,Nuzleaf,339,65,68,44,60,40,62,3,0,Dark,1
274,Nuzleaf,340,73,65,38,62,44,58,3,0,Dark,1
274,Nuzleaf,342,72,65,43,60,41,61,3,0,Dark,1
274,Nuzleaf,339,72,72,43,55,41,56,3,0,Dark,1
274,Nuzleaf,337,70,70,39,60,40,58,3,0,Dark,1
274,Nuzleaf,337,74,63,40,61,37,62,3,0,Dark,1
274,Nuzleaf,339,71,72,39,59,39,59,3,0,Dark,1
274,Nuzleaf,344,74,64,41,61,42,62,3,0,Dark,1
274,Nuzleaf,334,64,73,41,60,37,59,3,0,Dark,1
274,Nuzleaf,337,70,72,38,60,38,59,3,0,Dark,1
274,Nuzleaf,356,76,75,42,60,43,60,3,0,Dark,1
274,Nuzleaf,343,70,69,41,58,41,64,3,0,Dark,1
274,Nuzleaf,335,69,64,43,61,38,60,3,0,Dark,1
274,Nuzleaf,350,72,75,40,64,36,63,3,0,Dark,1
274,Nuzleaf,337,67,75,40,54,40,61,3,0,Dark,1
274,Nuzleaf,329,69,67,42,55,39,57,3,0,Dark,1
274,Nuzleaf,343,68,72,43,57,42,61,3,0,Dark,1
274,Nuzleaf,342,70,73,37,58,41,63,3,0,Dark,1
274,Nuzleaf,354,76,72,40,61,40,65,3,0,Dark,1
274,Nuzleaf,357,74,75,41,62,42,63,3,0,Dark,1
275,Shiftry,480,90,100,60,90,60,80,3,0,Dark,0
275,Shiftry,483,92,95,63,87,62,84,3,0,Dark,1
275,Shiftry,462,88,92,55,92,58,77,3,0,Dark,1
275,Shiftry,468,92,92,58,81,62,83,3,0,Dark,1
275,Shiftry,488,84,103,62,92,61,86,3,0,Dark,1
275,Shiftry,481,91,98,59,89,62,82,3,0,Dark,1
275,Shiftry,468,86,99,61,87,60,75,3,0,Dark,1
275,Shiftry,475,87,101,55,86,60,86,3,0,Dark,1
275,Shiftry,481,83,98,62,94,62,82,3,0,Dark,1
275,Shiftry,468,86,100,57,88,58,79,3,0,Dark,1
275,Shiftry,468,87,90,62,95,58,76,3,0,Dark,1
275,Shiftry,481,89,95,63,89,61,84,3,0,Dark,1
275,Shiftry,480,94,99,59,83,61,84,3,0,Dark,1
275,Shiftry,484,89,94,62,97,60,82,3,0,Dark,1
275,Shiftry,472,88,104,61,87,57,75,3,0,Dark,1
275,Shiftry,497,92,97,67,96,63,82,3,0,Dark,1
275,Shiftry,485,94,96,57,100,58,80,3,0,Dark,1
275,Shiftry,488,89,101,64,90,60,84,3,0,Dark,1
275,Shiftry,484,92,93,60,95,65,79,3,0,Dark,1
275,Shiftry,476,92,90,57,98,60,79,3,0,Dark,1
275,Shiftry,492,93,102,61,90,62,84,3,0,Dark,1
275,Shiftry,494,87,107,58,96,65,81,3,0,Dark,1
275,Shiftry,481,94,104,55,88,60,80,3,0,Dark,1
275,Shiftry,486,88,103,60,94,64,77,3,0,Dark,1
275,Shiftry,476,81,99,59,92,57,88,3,0,Dark,1
275,Shiftry,466,86,100,61,89,53,77,3,0,Dark,1
275,Shiftry,473,102,94,59,89,57,72,3,0,Dark,1
275,Shiftry,478,95,100,56,87,58,82,3,0,Dark,1
275,Shiftry,464,89,100,55,83,62,75,3,0,Dark,1
275,Shiftry,454,91,93,53,87,58,72,3,0,Dark,1
275,Shiftry,482,95,88,63,93,61,82,3,0,Dark,1
275,Shiftry,491,100,103,65,87,57,79,3,0,Dark,1
275,Shiftry,488,87,106,58,93,64,80,3,0,Dark,1
275,Shiftry,488,89,103,61,95,60,80,3,0,Dark,1
275,Shiftry,489,85,106,59,92,64,83,3,0,Dark,1
275,Shiftry,478,88,98,60,92,59,81,3,0,Dark,1
275,Shiftry,462,90,91,61,85,60,75,3,0,Dark,1
275,Shiftry,480,90,105,61,83,62,79,3,0,Dark,1
275,Shiftry,500,100,99,63,94,60,84,3,0,Dark,1
275,Shiftry,466,91,98,58,87,53,79,3,0,Dark,1
275,Shiftry,475,82,107,64,83,56,83,3,0,Dark,1
275,Shiftry,481,91,103,62,85,63,77,3,0,Dark,1
275,Shiftry,479,88,92,61,94,63,81,3,0,Dark,1
275,Shiftry,484,84,106,61,90,62,81,3,0,Dark,1
275,Shiftry,493,96,112,64,87,61,73,3,0,Dark,1
275,Shiftry,480,87,102,64,90,57,80,3,0,Dark,1
275,Shiftry,490,91,105,61,85,66,82,3,0,Dark,1
275,Shiftry,489,100,101,59,88,65,76,3,0,Dark,1
275,Shiftry,482,93,101,57,95,57,79,3,0,Dark,1
275,Shiftry,498,89,111,62,85,63,88,3,0,Dark,1
275,Shiftry,474,92,96,60,89,59,78,3,0,Dark,1
275,Shiftry,484,88,101,60,91,60,84,3,0,Dark,1
275,Shiftry,489,86,107,64,92,59,81,3,0,Dark,1
275,Shiftry,470,82,97,65,94,52,80,3,0,Dark,1
275,Shiftry,486,96,95,60,93,58,84,3,0,Dark,1
275,Shiftry,478,88,103,62,93,59,73,3,0,Dark,1
275,Shiftry,495,102,103,57,89,62,82,3,0,Dark,1
275,Shiftry,488,100,103,56,83,61,85,3,0,Dark,1
275,Shiftry,478,88,104,62,88,60,76,3,0,Dark,1
275,Shiftry,478,90,100,58,88,57,85,3,0,Dark,1
275,Shiftry,505,92,109,59,98,62,85,3,0,Dark,1
275,Shiftry,471,92,91,64,88,58,78,3,0,Dark,1
275,Shiftry,475,96,97,56,94,55,77,3,0,Dark,1
275,Shiftry,488,92,107,58,89,62,80,3,0,Dark,1
275,Shiftry,465,101,94,59,78,63,70,3,0,Dark,1
275,Shiftry,481,87,100,62,91,58,83,3,0,Dark,1
275,Shiftry,477,90,103,61,84,64,75,3,0,Dark,1
275,Shiftry,488,92,105,58,91,58,84,3,0,Dark,1
275,Shiftry,485,90,107,59,91,64,74,3,0,Dark,1
275,Shiftry,495,103,99,62,82,64,85,3,0,Dark,1
275,Shiftry,497,93,102,55,99,63,85,3,0,Dark,1
275,Shiftry,496,91,106,64,83,62,90,3,0,Dark,1
275,Shiftry,454,85,95,59,85,53,77,3,0,Dark,1
275,Shiftry,478,87,102,59,90,62,78,3,0,Dark,1
275,Shiftry,487,94,109,59,87,58,80,3,0,Dark,1
275,Shiftry,464,86,100,56,88,65,69,3,0,Dark,1
275,Shiftry,488,93,98,59,95,63,80,3,0,Dark,1
275,Shiftry,471,92,93,64,85,62,75,3,0,Dark,1
275,Shiftry,480,95,95,63,85,61,81,3,0,Dark,1
275,Shiftry,492,103,97,59,91,57,85,3,0,Dark,1
275,Shiftry,467,93,91,59,86,62,76,3,0,Dark,1
275,Shiftry,486,93,95,61,95,60,82,3,0,Dark,1
275,Shiftry,477,94,92,60,87,62,82,3,0,Dark,1
275,Shiftry,484,96,104,60,86,58,80,3,0,Dark,1
275,Shiftry,471,90,99,59,86,59,78,3,0,Dark,1
275,Shiftry,479,86,101,63,89,61,79,3,0,Dark,1
275,Shiftry,480,92,102,61,89,59,77,3,0,Dark,1
275,Shiftry,490,95,101,59,94,61,80,3,0,Dark,1
275,Shiftry,482,87,108,61,91,56,79,3,0,Dark,1
275,Shiftry,492,89,100,60,92,64,87,3,0,Dark,1
275,Shiftry,493,99,98,61,95,59,81,3,0,Dark,1
275,Shiftry,467,85,102,52,92,56,80,3,0,Dark,1
275,Shiftry,479,88,100,59,94,55,83,3,0,Dark,1
275,Shiftry,491,98,101,57,88,62,85,3,0,Dark,1
275,Shiftry,486,87,105,63,98,58,75,3,0,Dark,1
275,Shiftry,467,85,94,55,95,55,83,3,0,Dark,1
275,Shiftry,466,90,104,61,79,55,77,3,0,Dark,1
275,Shiftry,461,83,98,57,88,58,77,3,0,Dark,1
275,Shiftry,461,80,93,59,92,62,75,3,0,Dark,1
275,Shiftry,474,92,105,59,82,55,81,3,0,Dark,1
276,Taillow,270,40,55,30,30,30,85,3,0,Flying,0
276,Taillow,263,42,50,31,30,28,82,3,0,Flying,1
276,Taillow,270,42,53,29,32,31,83,3,0,Flying,1
276,Taillow,273,40,55,31,30,30,87,3,0,Flying,1
276,Taillow,262,37,52,30,30,30,83,3,0,Flying,1
276,Taillow,269,43,54,32,30,28,82,3,0,Flying,1
276,Taillow,256,39,54,29,32,29,73,3,0,Flying,1
276,Taillow,267,37,56,30,31,28,85,3,0,Flying,1
276,Taillow,275,41,53,30,32,30,89,3,0,Flying,1
276,Taillow,266,40,57,29,29,31,80,3,0,Flying,1
276,Taillow,275,41,57,30,29,27,91,3,0,Flying,1
276,Taillow,275,42,55,30,31,31,86,3,0,Flying,1
276,Taillow,271,40,61,29,30,28,83,3,0,Flying,1
276,Taillow,275,37,61,26,32,31,88,3,0,Flying,1
276,Taillow,267,41,58,31,30,28,79,3,0,Flying,1
276,Taillow,263,39,55,31,25,29,84,3,0,Flying,1
276,Taillow,274,38,59,31,30,30,86,3,0,Flying,1
276,Taillow,271,42,52,30,30,31,86,3,0,Flying,1
276,Taillow,260,40,55,30,31,27,77,3,0,Flying,1
276,Taillow,271,40,57,30,30,29,85,3,0,Flying,1
276,Taillow,288,40,62,33,30,31,92,3,0,Flying,1
276,Taillow,265,40,54,29,30,33,79,3,0,Flying,1
276,Taillow,264,37,47,29,32,31,88,3,0,Flying,1
276,Taillow,260,34,57,28,30,30,81,3,0,Flying,1
276,Taillow,263,41,59,30,29,30,74,3,0,Flying,1
276,Taillow,267,41,56,33,28,28,81,3,0,Flying,1
276,Taillow,268,38,53,29,31,31,86,3,0,Flying,1
276,Taillow,275,40,56,34,32,31,82,3,0,Flying,1
276,Taillow,261,40,53,29,29,29,81,3,0,Flying,1
276,Taillow,274,41,56,30,29,31,87,3,0,Flying,1
276,Taillow,259,37,51,29,27,31,84,3,0,Flying,1
276,Taillow,266,41,60,30,29,32,74,3,0,Flying,1
276,Taillow,273,38,53,30,31,32,89,3,0,Flying,1
276,Taillow,278,41,59,30,33,30,85,3,0,Flying,1
276,Taillow,270,42,54,29,30,29,86,3,0,Flying,1
276,Taillow,259,37,56,28,30,31,77,3,0,Flying,1
276,Taillow,259,34,51,30,30,30,84,3,0,Flying,1
276,Taillow,261,40,56,29,30,27,79,3,0,Flying,1
276,Taillow,261,42,51,29,30,30,79,3,0,Flying,1
276,Taillow,268,39,57,33,30,29,80,3,0,Flying,1
276,Taillow,260,38,51,29,29,28,85,3,0,Flying,1
276,Taillow,271,41,55,32,28,30,85,3,0,Flying,1
276,Taillow,271,37,53,29,31,32,89,3,0,Flying,1
276,Taillow,282,37,61,29,31,30,94,3,0,Flying,1
276,Taillow,269,42,54,30,31,26,86,3,0,Flying,1
276,Taillow,262,41,54,31,30,26,80,3,0,Flying,1
276,Taillow,263,40,57,30,29,30,77,3,0,Flying,1
276,Taillow,265,39,55,31,33,28,79,3,0,Flying,1
276,Taillow,262,40,53,32,30,29,78,3,0,Flying,1
276,Taillow,268,41,54,34,29,29,81,3,0,Flying,1
276,Taillow,276,39,59,27,30,29,92,3,0,Flying,1
276,Taillow,268,40,54,31,29,32,82,3,0,Flying,1
276,Taillow,259,37,52,32,28,29,81,3,0,Flying,1
276,Taillow,275,42,55,27,30,29,92,3,0,Flying,1
